1740666795.8103018, 1, 0.6027999937534332, 0.6169999957084655, 0.625
1740666796.9437292, 2, 0.7578000068664551, 0.7708000183105469, 0.7770000100135803
1740666798.2397766, 3, 0.7999999940395355, 0.8093999862670899, 0.8240000009536743
1740666799.5310512, 4, 0.8391000032424927, 0.8460000038146973, 0.8519999980926514
1740666800.7203703, 5, 0.8601999938488006, 0.8663999915122986, 0.875
1740666801.902386, 6, 0.8693999946117401, 0.8741999983787536, 0.8790000081062317
1740666803.666519, 7, 0.8780000030994415, 0.8825999975204468, 0.8930000066757202
1740666805.1445398, 8, 0.8861000120639801, 0.8908000111579895, 0.8970000147819519
1740666806.4159038, 9, 0.8892000019550323, 0.8955999970436096, 0.902999997138977
1740666807.5089438, 10, 0.8998999953269958, 0.9074000000953675, 0.9120000004768372
