1, 0, 445544, 1.7600268125534058, 0.6179999709129333
2, 0, 445544, 1.1843101978302002, 0.7379999756813049
3, 0, 445544, 0.8642199635505676, 0.7950000166893005
4, 0, 445544, 0.5635631084442139, 0.8519999980926514
5, 0, 445544, 0.49870559573173523, 0.8669999837875366
6, 0, 445544, 0.4729063808917999, 0.8669999837875366
7, 0, 445544, 0.4299730360507965, 0.8730000257492065
8, 0, 445544, 0.3876917362213135, 0.8830000162124634
9, 0, 445544, 0.3706015646457672, 0.890999972820282
10, 0, 445544, 0.34186193346977234, 0.9070000052452087
